,appid,Game,st_release_date,st_english,st_developer,st_publisher,st_achievements,st_positive_ratings,st_negative_ratings,st_average_playtime,st_median_playtime,st_owners,st_price,st_spy_action,st_spy_adventure,st_spy_casual,st_spy_indie,st_spy_simulation,st_spy_singleplayer,st_spy_strategy
17097,708820,baby hands,2018-07-26,1,Chicken Waffle,Chicken Waffle,107,19,3,0,0,0-20000,15.49,23,19,23,22,26,5,0
17098,708830,the armament project,2017-09-28,1,DysTop,DysTop,0,2,2,0,0,0-20000,2.89,31,0,0,21,0,0,0
17099,708850,reverie,2017-10-03,1,Chronicle Games,Chronicle Games,21,19,3,0,0,0-20000,0.79,0,0,22,22,0,0,0
17100,708870,reginald does his thang,2017-12-06,1,Epic Banana Games LLC,Epic Banana Games LLC,0,7,0,0,0,0-20000,5.79,31,31,0,31,0,0,0
17101,708890,beatris,2017-11-30,1,Rhythmical Badass,Rhythmical Badass,0,32,4,0,0,0-20000,2.09,21,0,22,21,0,0,0
17102,708920,i can see the future,2017-10-12,1,Sergey Lir,Bitlock Studio,21,39,7,0,0,0-20000,2.89,32,0,0,21,0,11,0
17103,708930,dice 1000 online,2017-10-17,1,Alexander Shvab,Alexander Shvab,213,7,13,0,0,0-20000,0.79,0,0,21,0,21,0,20
17104,708940,rebons,2017-09-22,1,Star Legion,Star Legion,38,58,19,3,3,0-20000,2.89,36,35,33,34,21,0,21
17105,708950,steam tactics,2017-09-12,1,Igor Rashkuev,Igor Rashkuev,37,28,5,0,0,0-20000,7.19,0,0,0,21,0,0,22
17106,708970,x caeli the iron hand of love,2017-12-08,1,Nerd Commando Game Studios,Nerd Commando Game Studios,31,30,4,0,0,0-20000,11.39,21,30,20,32,0,0,0
17107,709020,virus of survivorslife simulator,2017-09-16,1,Theodor Niklas,Theodor Niklas,0,0,1,0,0,0-20000,6.99,21,21,0,0,22,0,0
17108,709050,ghoul,2018-06-05,1,Miracle Studio,Miracle Studio ,3,3,22,0,0,0-20000,14.99,0,33,0,32,0,0,0
17109,709080,the bears and the bees,2018-01-23,1,Damsel Stone,Damsel Stone,0,14,0,0,0,0-20000,0.0,0,22,0,22,0,0,0
17110,709140,a dream for aaron,2018-03-09,1,Vidas Salavejus,Vidas Salavejus,31,11,4,0,0,0-20000,5.59,21,21,22,21,0,0,0
17111,709190,god of failure,2017-12-19,1,Axyos Games,Axyos Games,9,12,10,0,0,20000-50000,3.99,0,0,23,22,0,0,21
17112,709220,retro dungeons,2017-09-26,1,Dexion Games,Dexion Games,5,10,13,2,2,0-20000,0.79,23,23,22,22,0,0,0
17113,709240,ingnomia,2018-08-23,1,Roest,Roest,0,63,7,0,0,0-20000,0.0,0,0,0,26,26,0,26
17114,709250,hardcore survival,2017-09-26,1,Dexion Games,Dexion Games,5,5,24,0,0,0-20000,1.99,20,21,21,22,22,0,21
17115,709280,island build masters,2018-02-07,1,Evgeniy Psarev;Alexey Irhin;Dmitry Ryabchunov,Evgeniy Psarev,0,4,6,0,0,0-20000,4.99,20,0,0,21,21,0,0
17116,709290,rage quest,2017-11-08,1,Nicholas Fisher,Nicholas Fisher,8,1,0,0,0,0-20000,1.69,0,21,0,21,0,0,21
17117,709340,spirits of mystery the dark minotaur collectors edition,2017-09-25,1,ERS G Studios,Big Fish Games,0,1,0,0,0,0-20000,7.19,0,21,21,0,0,0,0
17118,709350,dark realm princess of ice collectors edition,2017-09-27,1,Mad Head Games,Big Fish Games,0,2,0,0,0,0-20000,7.19,0,21,21,0,0,0,0
17119,709370,badrobots vr,2017-09-18,1,BeBold,BeBold,0,1,0,0,0,0-20000,5.99,21,0,0,21,21,0,0
17120,709400,low desert punk,2017-09-28,1,Outlaw,Outlaw,8,3,0,0,0,0-20000,0.79,22,0,22,22,0,0,0
17121,709410,azura,2017-11-13,1,CUTE ANIME GIRLS,Tranquility games,4732,57,30,128,128,0-20000,1.69,0,24,22,23,0,0,19
17122,709430,trials of the illuminati animated sea creatures jigsaws,2017-09-19,1,G. Malta,VRS,5000,25,13,0,0,0-20000,1.69,0,0,22,22,20,0,0
17123,709440,override mech city brawl,2018-12-03,1,The Balance Inc,Modus Games,43,171,70,0,0,0-20000,24.99,42,0,0,41,0,16,0
17124,709450,towards the pantheon escaping eternity,2017-10-25,1,Connor O.R.T. Linning,Connor O.R.T. Linning,0,89,10,0,0,20000-50000,0.0,0,29,24,26,0,0,0
17125,709470,mirrors,2017-10-11,1,Monocool Interactive,Monocool Interactive,23,4,1,0,0,0-20000,2.99,0,31,32,32,0,0,31
17126,709480,vr,2017-09-22,0,Shanghai YiJun Network Info Technologies Inc.,Shanghai YiJun Network Info Technologies Inc.,0,0,2,0,0,0-20000,0.79,0,0,20,0,0,0,0
17127,709510,towards the pantheon,2018-05-16,1,Connor O.R.T. Linning,Connor O.R.T. Linning,0,27,1,0,0,0-20000,5.79,0,23,21,21,0,0,21
17128,709520,wheres phantom thief,2017-10-30,1,FlatCircle,FlatCircle,0,2,0,0,0,0-20000,5.59,32,0,22,22,0,0,0
17129,709550,tic tac toe lounge,2017-10-04,1,piximo interactive,piximo interactive,3,3,0,0,0,0-20000,0.79,0,0,21,21,0,0,21
17130,709560,until the last,2017-09-11,1,Viron Shake,Viron Shake,4,11,5,0,0,0-20000,1.59,0,0,0,32,0,0,0
17131,709620,squareboy vs bullies arena edition,2017-12-07,1,Rohan Narang;Ratalaika Games S.L.,Ratalaika Games S.L.,26,7,2,0,0,0-20000,3.99,23,21,0,20,0,0,0
17132,709630,petrichor,2017-11-02,1,Z Games,Zotdinex,0,21,16,0,0,0-20000,1.59,0,22,0,20,0,0,0
17133,709670,clarent saga tactics,2017-09-25,1,David Nguyen,David Nguyen,0,19,1,0,0,0-20000,2.09,0,0,0,20,0,0,20
17134,709700,the thing space 10,2017-09-20,1,LillyWelland inc.,Bitlock Studio,36,27,25,0,0,0-20000,0.79,21,21,0,21,0,0,0
17135,709720,yagzz,2017-09-25,1,WounderGrift,WounderGrift,47,13,3,0,0,0-20000,0.79,32,12,31,12,0,11,0
17136,709750,iro hero,2018-07-30,1,Artax Games,Artax Games,22,2,1,0,0,0-20000,8.29,51,0,0,52,0,0,0
17137,709770,trials of the illuminati animated christmas time jigsaws,2017-09-23,1,G. Malta,VRS,252,23,17,7,7,0-20000,1.69,0,0,21,21,20,0,0
17138,709780,crazy scientist,2017-09-19,1,Vyacheslav Shilikhin,Vyacheslav Shilikhin,21,33,45,6,6,0-20000,2.89,0,23,22,22,23,0,0
17139,709790,the red front,2017-10-05,1,10ft Games,10ft Games,34,6,3,0,0,0-20000,0.79,20,0,0,20,0,0,0
17140,709800,hardcore zboy,2017-09-21,1,Narko Games,Narko Games,0,16,29,0,0,0-20000,0.79,23,23,23,23,0,0,0
17141,709820,wasted pizza,2017-10-16,1,Supine,Supine,0,27,70,1,1,0-20000,0.79,34,0,23,33,0,0,0
17142,709840,bloody glimpse,2017-10-04,1,Racing Bros,ANPA.US,1512,37,65,90,90,0-20000,3.99,23,0,0,22,19,0,0
17143,709850,ambush tactics,2017-09-26,1,Gerald David Becker,Gerald David Becker,0,4,3,0,0,0-20000,0.0,0,0,0,0,0,0,0
17144,709870,west of red,2018-03-07,1,Racing Bros,ANPA.US,5,22,31,18,18,0-20000,3.99,21,0,0,20,18,0,0
17145,709880,panzer doctrine,2018-09-03,1,Z9K Games,Slitherine Ltd.,20,19,7,0,0,0-20000,11.39,0,0,0,21,24,0,23
17146,709890,crazy mob,2017-09-26,1,CoolGameZ,CoozGameZ,21,3,1,0,0,0-20000,2.79,21,21,21,21,0,0,0
17147,709920,tametsi,2017-10-18,1,Grip Top Games,Grip Top Games,19,62,2,0,0,0-20000,1.99,0,0,0,24,0,0,0
17148,709940,weapon and armor mahjong,2017-09-19,1,Mahjong Game,Mahjong Game,0,4,0,0,0,0-20000,1.59,0,19,22,20,0,0,21
17149,710030,cinderella escape 2 revenge,2017-10-06,1,Hajime Doujin Circle,Hajime Doujin Circle,22,239,24,0,0,0-20000,10.99,49,0,0,25,0,20,0
17150,710070,helltown,2017-09-27,1,WildArts,WildArts,8,19,5,0,0,0-20000,5.79,0,21,0,21,0,0,0
17151,710090,annual,2018-07-05,1,Blake Pierce,Pierced Games,0,8,21,0,0,0-20000,0.0,22,0,0,21,0,0,0
17152,710110,trivia vault mini mixed trivia 3,2017-09-19,1,Ripknot Systems,Ripknot Systems,5000,22,12,0,0,0-20000,9.99,22,0,21,21,21,0,21
17153,710120,trivia vault mini mixed trivia 4,2017-09-21,1,Ripknot Systems,Ripknot Systems,5000,23,12,0,0,0-20000,9.99,22,0,22,22,22,0,22
17154,710160,mula the cycle of shadow,2017-12-15,1,Boozer Game Studios,Boozer Game Studios,28,3,1,0,0,0-20000,3.99,13,0,0,31,0,0,0
17155,710170,the broken seal,2018-01-29,1,XAREA,XAREA,0,95,11,0,0,0-20000,15.49,22,0,0,20,0,0,0
17156,710190,puzzle sisters foer,2018-06-13,1,一次元创作组,一次元创作组,120,49,9,0,0,0-20000,0.79,0,0,22,22,0,0,0
17157,710240,interworlds,2017-10-23,1,Smartmelon,Smartmelon,0,4,3,0,0,0-20000,7.19,21,21,0,21,0,0,0
17158,710250,pet squad racing,2017-10-06,1,Otterly Bearable Games,Tomas Lif,0,6,2,0,0,0-20000,2.09,0,0,0,22,0,0,0
17159,710270,goro,2017-09-20,1,VB Studio,VB Studio,36,77,36,8,8,0-20000,2.09,21,21,21,21,20,0,0
17160,710280,musician,2018-03-19,1,ZhangHaiLong,ZhangHaiLong,0,1,0,0,0,0-20000,10.29,0,0,21,22,21,0,0
17161,710310,hopscotch,2017-10-05,1,Dextrit,Dextrit,0,2,0,0,0,0-20000,1.99,0,0,20,20,0,0,0
17162,710400,terragearth,2017-10-02,1,Denis Isakov,Denis Isakov,0,5,0,0,0,0-20000,3.99,0,21,0,21,0,0,0
17163,710470,little witch academia chamber of time,2018-05-15,1,"APLUS Co., Ltd",BANDAI NAMCO Entertainment,25,403,71,0,0,0-20000,34.99,31,37,0,0,0,0,0
17164,710480,extreme real reality remix,2017-10-02,1,Step Dad Productions,Step Dad Productions,10,8,2,0,0,0-20000,0.79,31,31,31,31,0,0,0
17165,710520,super trashforce,2017-11-22,1,Crystal Box Team,Dagestan Technology,16,14,4,0,0,0-20000,3.19,23,21,0,20,0,0,0
17166,710540,driver pro 2017,2018-12-03,1,Alexey Volonsky,AYE Technology,0,18,4,0,0,0-20000,0.79,21,0,0,21,19,0,0
17167,710550,cubion,2017-11-05,1,BBit,BBit,9,2,1,0,0,0-20000,0.0,0,0,0,26,0,0,0
17168,710610,dont sink,2018-04-13,1,Sebastian Nigro;Christopher Anselmo;Daniel Marques,Studio Eris,15,104,29,23,23,0-20000,7.19,0,35,35,26,0,0,0
17169,710630,goldrushers,2017-09-08,1,UnNaturalism Inc.,UnNaturalism Inc.,9,9,0,0,0,0-20000,7.19,21,0,0,21,0,0,0
17170,710640,pro drift reloaded,2017-10-11,1,PHY-SIX;Revive Interactive,PHY-SIX,0,1,3,0,0,0-20000,5.79,0,0,22,0,20,0,0
17171,710690,the path of motus,2018-07-17,1,MichaelArts,MichaelArts,15,11,1,0,0,0-20000,11.39,22,22,0,21,0,0,0
17172,710700,paperback the game,2017-11-29,1,Mark Fassett,Fowers Games,0,10,3,0,0,0-20000,3.99,0,0,22,0,0,0,0
17173,710740,sniper rust vr,2018-06-19,1,Zatun Game Studio,Zatun Game Studio,0,2,4,0,0,0-20000,7.19,21,0,0,0,0,0,0
17174,710760,high noon vr,2017-11-14,1,OctoBox Interactive,Buka Entertainment,37,31,9,0,0,0-20000,7.19,41,31,0,11,30,11,0
17175,710780,sky jump,2017-09-23,1,Easy game,Game for people,998,98,28,0,0,0-20000,0.79,22,0,21,21,0,0,0
17176,710820,belpaese homecoming,2017-10-16,1,Fazz Brothers,Fazz Brothers,6,13,1,0,0,0-20000,2.79,0,22,0,22,0,0,0
17177,710880,dark rising,2017-10-20,1,Clear Light Games,Clear Light Games,21,3,10,0,0,0-20000,5.79,0,0,0,22,0,0,22
17178,710940,owls midnight journey,2017-10-05,1,Dextrit,Dextrit,0,3,0,0,0,0-20000,1.99,0,0,20,20,19,0,0
17179,710950,pinewood island,2017-10-10,1,Jaime Scribbles Games;Jaime Scribbles Games;Jaime Scribbles Games,Jaime Scribbles Games;Jaime Scribbles Games,0,11,1,0,0,0-20000,6.99,0,0,22,22,22,0,0
17180,710960,enceladus,2017-11-01,1,Storybird;Julien Rocca,Look At My Game;Plug In Digital,0,1,0,0,0,0-20000,7.19,21,0,0,31,0,0,0
17181,710970,learn japanese kana the fun way,2017-09-29,1,Thylacine Studios,Thylacine Studios LLC,14,1,3,0,0,0-20000,3.99,0,0,21,21,0,0,0
17182,710990,kendamvr virtual reality kendama,2017-09-25,1,Ammonite Design Studios Ltd,Ammonite Design Studios Ltd,0,0,1,0,0,0-20000,9.99,0,0,21,21,21,0,0
17183,711000,ancient tower,2018-11-28,1,Carlo Monzini,Carlo Monzini,0,1,1,0,0,0-20000,7.19,31,0,0,21,0,0,21
17184,711010,corrupt political simulator,2017-09-15,1,Atomic Fabrik;Cristian Manolachi,Atomic Fabrik;Cristian Manolachi,0,15,5,0,0,0-20000,0.79,0,20,21,20,20,0,20
17185,711050,walking heavy,2017-10-20,1,GO Studio,GO Studio,23,4,2,0,0,0-20000,3.99,22,0,0,22,0,0,21
17186,711070,kim jongboom,2017-10-01,1,azimut team,azimut team,100,20,31,2,2,0-20000,1.59,0,0,21,21,0,0,0
17187,711080,fruit sudoku 2,2017-09-25,1,Sly,SlyGames,5,14,9,0,0,0-20000,0.78,0,0,21,21,0,0,0
17188,711090,fruit sudoku 3,2017-09-25,1,Sly,SlyGames,5,8,4,0,0,0-20000,0.78,0,0,21,21,0,0,0
17189,711100,fruit sudoku 4,2017-09-25,1,Sly,SlyGames,5,8,5,0,0,0-20000,0.78,0,0,21,21,0,0,0
17190,711110,sqr 3,2017-10-25,1,Sly,SlyGames,33,5,3,0,0,0-20000,0.78,0,0,21,22,0,0,0
17191,711120,life at space,2017-10-17,0,Andrey Haritonov,!Lim studio,0,6,1,0,0,0-20000,1.69,21,21,21,20,21,0,21
17192,711130,god of light,2017-11-08,1,Playmous;EON Games,Playmous;Plug In Digital,41,12,0,0,0,0-20000,7.19,0,0,22,22,0,0,0
17193,711140,forsaken generation,2017-10-02,1,MSRX22,MSRX22,0,0,1,0,0,0-20000,3.99,0,0,0,0,0,0,0
17194,711150,brick breaker ultimate,2017-10-02,1,RewindApp,RewindApp,0,16,17,1,1,0-20000,0.79,0,0,0,23,0,0,0
17195,711210,stepx,2017-09-26,1,LillyWelland inc.,Bitlock Studio,0,61,14,0,0,0-20000,0.79,0,0,21,21,20,0,0
17196,711230,titus the fox,2017-09-29,1,Titus Interactive,Interplay,0,8,2,0,0,0-20000,6.99,22,22,0,0,0,0,0
17197,711240,grand academy for future villains,2017-09-14,1,Choice of Games,Choice of Games,25,9,2,0,0,0-20000,4.79,0,20,0,21,0,0,0
17198,711260,bhb biohazard bot,2017-11-15,1,Brain Machine,Brain Machine,7,1,0,0,0,0-20000,10.99,21,0,0,21,0,0,0
17199,711300,bit storm vr first loop,2017-10-18,1,uVR,uVR,0,7,0,0,0,0-20000,9.29,21,0,0,21,0,0,0
17200,711310,spiiiders,2017-09-21,1,Chickenpig Software,Texas Interactive,0,0,1,0,0,0-20000,12.99,41,41,31,41,0,0,0
17201,711320,battle of frigates,2017-09-21,1,Dmitriy Uvarov;Vyacheslav Shilikhin,Vyacheslav Shilikhin,51,43,29,0,0,0-20000,2.89,21,21,21,21,20,0,0
17202,711330,trial of the demon hunter,2017-12-19,1,Hosted Games,Hosted Games,8,2,2,0,0,0-20000,2.09,0,21,0,21,0,0,0
17203,711350,captive of fortune,2017-12-19,1,Hosted Games,Hosted Games,11,0,3,0,0,0-20000,2.89,0,21,0,21,0,0,0
17204,711390,anti gravity warriors vr,2017-10-23,1,Niket Patel,Niket Patel,0,4,8,0,0,0-20000,0.0,24,22,0,22,0,0,0
17205,711430,miss fisher and the deathly maze,2018-02-12,1,Tin Man Games,Tin Man Games,36,17,1,0,0,0-20000,5.79,0,22,21,21,0,0,0
17206,711440,mortars vr,2018-01-03,1,Growl Interactive,Growl Interactive,0,94,20,0,0,0-20000,0.79,22,0,21,21,0,0,21
17207,711450,orb the ball,2017-09-18,1,Dror Riov,GemBem,40,11,4,0,0,0-20000,0.79,22,22,21,21,0,0,0
17208,711460,duel survival,2017-10-06,1,Tech Warrior-Dylan Dugan,Tech Warrior-Dylan Dugan,0,0,2,0,0,0-20000,3.99,23,21,0,21,0,0,21
17209,711480,room 42,2017-10-06,1,Akumu Games,Akumu Games,3,5,2,0,0,0-20000,1.59,21,21,0,0,0,0,0
17210,711530,butterfly moment,2017-09-22,1,David Mulder,David Mulder,0,9,8,0,0,0-20000,1.59,0,0,20,0,0,0,0
17211,711550,glo,2017-10-23,1,Chronik Spartan,Chronik Spartan,18,8,0,0,0,0-20000,3.99,21,20,32,21,0,11,0
17212,711560,stone flower,2017-09-22,1,SharkGame,Garage Games,8,30,12,0,0,20000-50000,1.69,22,0,0,22,0,0,0
17213,711570,epic battle simulator 2,2017-11-02,1,Rappid Studios,Rappid Studios,0,13,7,0,0,0-20000,3.99,21,20,0,22,22,0,23
17214,711640,violent vectors,2017-10-27,1,StarSystemStudios™,StarSystemStudios™,2020,22,20,0,0,0-20000,3.99,22,0,0,21,0,0,0
17215,711660,chuchel,2018-03-07,1,Amanita Design,Amanita Design,7,976,335,245,245,100000-200000,7.99,0,56,48,52,0,36,0
17216,711690,cognizer,2018-05-30,1,Maniac Games,Maniac Games,21,31,1,0,0,0-20000,0.0,0,0,21,21,0,0,0
17217,711700,die,2019-02-20,0,Neosia Entertainment,Valentin Bertolino,0,1,1,0,0,0-20000,3.99,21,32,21,31,0,0,0
17218,711710,redeyes,2018-08-09,0,RiceMaster,RiceMaster,41,29,10,0,0,0-20000,2.09,22,21,0,22,0,0,20
17219,711720,fade away,2017-10-02,1,Fade Away,Fade Away,0,6,1,0,0,0-20000,3.99,0,31,31,31,0,0,0
17220,711750,monster energy supercross the official videogame,2018-02-13,1,Milestone S.r.l.,Milestone S.r.l.,50,289,117,0,0,0-20000,29.99,0,0,0,0,29,0,0
17221,711770,hotel dracula,2018-02-09,1,Baked Games,Baked Games,0,18,13,0,0,0-20000,3.99,0,0,23,0,21,0,21
17222,711810,never split the party,2018-09-14,1,Legend Studio,Legend Studio,52,792,281,39,43,200000-500000,0.0,32,44,0,39,27,0,0
17223,711890,dark parables goldilocks and the fallen star collectors edition,2017-09-19,1,Eipix Entertainment,Big Fish Games,0,1,0,0,0,0-20000,7.19,0,21,21,0,0,0,0
17224,711920,detective case and clown bot in the express killer,2018-07-19,1,Nerd Monkeys®,Nerd Monkeys®,23,19,2,0,0,0-20000,9.99,0,31,21,31,0,0,0
17225,711930,square head zombies fps game,2018-03-22,1,Fabio Cunha,Fabio Cunha,6,18,20,0,0,0-20000,3.99,34,22,32,31,0,0,0
17226,711970,galactic fieldstrategy edition,2017-09-29,1,Two thousand and one entertainment studio,Two thousand and one entertainment studio,0,7,3,0,0,0-20000,12.58,0,0,21,21,0,0,21
17227,711990,elise the devil,2017-11-01,1,Dieselmine,Paradise Project,0,1123,96,139,139,100000-200000,1.59,0,42,0,31,0,0,0
17228,712000,elder chaos,2017-10-31,1,Emprom Game,Emprom Game,18,31,32,0,0,0-20000,3.99,0,0,0,32,0,0,31
17229,712010,chevo lurker exodus,2017-10-12,1,Perverse Games,Perverse Games,5000,19,9,0,0,0-20000,0.79,21,21,0,0,0,0,0
17230,712050,otakus fantasy,2017-10-11,1,Dieselmine,Paradise Project,0,1929,224,69,88,100000-200000,1.59,0,35,31,30,0,0,0
17231,712070,lantern of worlds,2017-10-05,1,Fasold Games,Fasold Games,0,5,2,0,0,0-20000,2.89,0,23,0,0,0,0,0
17232,712090,dont feed,2017-10-10,1,Endwise,Endwise,10,22,8,0,0,0-20000,0.0,23,0,22,22,0,0,22
17233,712100,total war saga thrones of britannia,2018-05-02,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux),137,3386,2579,279,399,100000-200000,29.99,57,0,0,0,0,50,106
17234,712150,tankvr,2017-10-09,1,Daniel Bedrich,dochengmedia,26,12,7,0,0,0-20000,0.0,21,0,20,20,21,0,21
17235,712180,mugsters,2018-07-17,1,Reinkout Games,Team17 Digital Ltd,20,32,4,0,0,0-20000,9.99,23,0,0,21,0,0,0
17236,712210,runrunrun,2017-10-05,1,Zoglu,Flying Interactive,15,9,0,0,0,0-20000,3.99,21,0,21,21,0,0,0
17237,712230,warzone,2017-10-17,1,KEA Games,KEA Games,0,3,1,0,0,0-20000,3.99,0,0,0,21,0,0,21
17238,712240,sneaky bears,2017-10-17,1,WarDucks,WarDucks,24,13,0,0,0,0-20000,6.19,21,21,21,21,0,0,0
17239,712380,temple escape,2017-09-26,1,For Kids,For Kids,40,34,6,0,0,0-20000,1.69,0,0,21,21,0,0,0
17240,712390,team four star rpg,2017-11-08,1,Shadow Blade Productions,Shadow Blade Productions,0,54,11,0,0,20000-50000,0.0,0,0,0,28,0,0,0
17241,712410,cirque dueil,2017-09-01,1,Felix & Paul Studios,Felix & Paul Studios,0,18,21,0,0,0-20000,0.0,0,0,20,0,0,0,0
17242,712430,vibrant,2017-10-24,1,Auburn Sounds,Auburn Sounds,0,10,1,0,0,0-20000,1.69,31,0,11,31,0,0,0
17243,712530,chamber of darkness,2018-10-10,1,The Crow Studios,GrabTheGames,10,28,16,0,0,0-20000,2.09,0,32,0,32,0,12,0
17244,712610,onironauta,2017-10-09,0,PianoB Studio,PianoB Studio,0,3,0,0,0,0-20000,1.59,0,32,0,32,0,11,0
17245,712620,shattered,2017-10-13,1,Devin Eastmond,Devin Eastmond,0,3,0,0,0,0-20000,3.99,0,21,0,20,0,0,0
17246,712650,azure sky project,2017-12-08,1,Burgee Games,Burgee Games,11,8,2,0,0,0-20000,4.79,21,0,0,30,20,0,20
17247,712660,ybit,2018-01-15,1,Facundo Balboa;Iván Piccione;Martín Díaz,Facundo Balboa,0,6,2,0,0,0-20000,1.69,0,21,0,22,0,0,0
17248,712700,black friday the game,2017-10-16,1,BloodyStation,BloodyStation,0,7,0,0,0,0-20000,1.69,21,0,21,21,0,0,0
17249,712730,simulacra,2017-10-26,1,Kaigan Games OÜ,Kaigan Games OÜ,24,917,66,0,0,20000-50000,3.99,0,33,0,35,45,9,0
17250,712760,duped,2017-09-29,1,Reuben Moorhouse,No Moss Studios,0,2,0,0,0,0-20000,2.89,21,0,0,21,0,0,0
17251,712770,just a dream,2017-10-31,1,The Hyper Carries!,The Hyper Carries!,25,46,10,0,0,0-20000,0.0,25,0,0,25,0,0,0
17252,712790,crimson memories,2017-10-02,1,MagicHouse,Paradise Project,10,51,21,0,0,20000-50000,1.69,0,22,24,22,0,0,0
17253,712810,fallen times,2017-10-09,1,DaFu Studio,DaFu Studio,0,59,28,0,0,0-20000,1.69,31,31,0,32,0,11,0
17254,712840,king exit,2017-10-19,1,深爪貴族,Paradise Project,0,2135,127,83,116,100000-200000,1.59,0,41,0,34,0,0,0
17255,712870,vectorium,2018-05-02,1,IndigoBlue Game Studio,IndigoBlue Game Studio,41,41,10,0,0,0-20000,3.99,21,0,21,22,0,0,0
17256,712890,harmonium,2018-03-28,1,From The Bard,From The Bard,12,4,1,0,0,0-20000,3.99,0,0,0,82,41,51,0
17257,712970,clad in iron philippines 1898,2017-11-14,1,Totem Games,Totem Games,24,15,1,0,0,0-20000,15.49,0,0,0,0,20,0,20
17258,712980,rainyday,2017-10-06,1,Kerkko Rasilainen,Kerkko Rasilainen,5,13,6,0,0,0-20000,3.09,0,32,0,21,0,0,0
17259,713010,warium,2018-03-01,1,ELF,ELF,0,10,2,0,0,0-20000,0.79,0,0,22,21,0,0,20
17260,713030,mini hockey champ,2017-11-02,1,26k,26k,19,10,1,0,0,0-20000,7.19,20,0,20,31,0,0,0
17261,713050,vampires,2017-10-06,1,For Kids,For Kids,43,90,24,0,0,20000-50000,1.69,0,0,37,26,0,0,0
17262,713060,the beanstalk,2018-01-25,1,Beanstalk VR Team (BYU),Grant Hansen,0,8,3,0,0,0-20000,0.0,0,22,22,0,0,0,0
17263,713070,pray for death,2017-10-20,1,Light Shock Software s.n.c,Interplay,0,0,1,0,0,0-20000,6.99,23,0,0,0,0,0,0
17264,713080,president evil,2017-09-29,1,Scrap Games,Scrap Games,31,5,13,0,0,0-20000,1.69,0,21,0,21,0,0,0
17265,713090,zombie bloxx,2017-11-22,1,Roosh Interactive,Big Blue Bubble,15,13,0,0,0,0-20000,3.99,21,0,0,20,0,0,0
17266,713100,stockup,2017-09-18,1,EcoGames,EcoGames,0,3,16,0,0,0-20000,4.79,0,0,22,22,22,0,22
17267,713160,after death,2017-10-04,1,After Death Team,After Death Team,17,45,3,0,0,0-20000,10.59,21,21,0,21,0,0,0
17268,713170,unborn,2018-07-14,1,Frenetic Gaming,Frenetic Gaming,16,7,4,0,0,0-20000,1.43,0,0,21,21,21,0,0
17269,713180,eredia the diary of heroes,2018-04-13,1,Potatobrain Games,Potatobrain Games,29,22,1,0,0,0-20000,5.79,0,32,20,31,0,0,0
17270,713220,mass o kyzt,2018-02-02,1,AlexHoratio;Alex Carpenter,AlexHoratio;Alex Carpenter,38,14,3,0,0,0-20000,1.69,24,20,20,23,0,0,0
17271,713230,vr drivers,2017-10-05,1,Magic VR,Magic VR,0,2,6,0,0,0-20000,3.99,0,0,0,0,21,0,0
17272,713260,beyond the sunset,2017-10-05,0,凝冰剑斩,凝冰剑斩,16,127,5,0,0,0-20000,0.79,0,0,0,22,0,0,0
17273,713310,gambol,2018-03-27,1,Mike Pickering,Mike Pickering,0,10,1,0,0,0-20000,6.99,22,0,0,33,0,0,0
17274,713320,google spotlight stories sonaria,2017-11-17,1,Google Inc.,Google Inc.,0,14,3,0,0,0-20000,0.0,0,22,0,0,0,0,0
17275,713340,space ship commander,2017-10-04,1,Silver Dog Games,Silver Dog Games,0,1,0,0,0,0-20000,0.79,21,21,0,21,0,0,21
17276,713380,mr barrel,2017-10-06,1,Fürst,Fürst,25,8,1,0,0,0-20000,0.0,21,21,20,21,0,0,0
17277,713390,no god for us,2017-12-22,1,Endrit Special Poductions,Endrit Special Poductions,30,0,1,0,0,0-20000,2.79,0,21,21,21,0,0,0
17278,713420,crisis on the planet of the apes,2018-04-02,1,Imaginati,FoxNext VR Studio,28,22,11,0,0,0-20000,11.39,22,21,0,0,0,0,0
17279,713430,secrets of magic 2 witches and wizards,2017-10-27,1,Green Sauce Games,Green Sauce Games,24,8,1,0,0,0-20000,6.99,0,0,22,20,0,0,0
17280,713440,cycom cybernet combat,2017-10-30,1,Virtual World Arcade,Virtual World Arcade,0,12,2,0,0,0-20000,0.79,23,0,0,21,0,0,22
17281,713450,dungeon rustlers,2018-03-21,1,"Zimventures, LLC","Zimventures, LLC",20,9,2,0,0,0-20000,3.99,21,0,0,0,0,0,0
17282,713460,train frontier classic,2017-12-14,1,Team Train Frontier,Team Train Frontier,0,49,10,0,0,0-20000,6.99,0,0,26,24,26,0,0
17283,713500,moto vr,2018-02-23,1,Anea_Duo_Dev,Anea_Duo_Dev,0,6,2,0,0,0-20000,7.19,0,0,0,0,21,0,0
17284,713530,armored kitten,2017-09-30,1,Ducat,Ducat,22,147,18,0,0,0-20000,2.09,35,12,0,33,0,14,0
17285,713540,neptunian donut,2017-10-12,1,Alex's Granny,Alex's Granny,0,14,3,0,0,0-20000,0.79,0,0,0,31,0,0,0
