,Title,Year,Publisher,Genre,Platform,Metascore,Avg_Userscore,No_Players
223,Wave Race 64,1996,Nintendo,Driving;Racing;Snow / Water,Nintendo64,92,8.2,1-2 
224,Galactic Civilizations II: Twilight of the Arnor,2008,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,92,8.4,1 Player
225,Super Smash Bros. for Wii U,2014,BandaiNamcoGames,Action;Fighting;Fighting;3D;2D;2D;3D,WiiU,92,9.0,Up to 4 
226,Guitar Hero II,2006,HarmonixMusicSystems,Miscellaneous;Rhythm;Music,PlayStation2,92,8.5,1-2 
227,Into the Breach,2018,SubsetGames,Strategy;Turn-Based;Tactics,Switch,92,8.1,No Online Multiplayer
228,Final Fantasy VII,1997,SquareSoft,Role-Playing;Console-style RPG,PlayStation,92,9.2,1 Player
229,Rock Band,2007,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,92,8.4,4  Online
230,Chrono Trigger,2008,TOSE,Role-Playing;Console-style RPG;Console-style RPG;Japanese-Style,DS,92,8.9,No Online Multiplayer
231,Bayonetta 2,2018,Nintendo,Action Adventure;Linear,Switch,92,8.4,No Online Multiplayer
232,Journey,2012,ThatGameCompany,Action;Adventure;General;Platformer;Platformer;3D;3D,PlayStation3,92,8.8,not specified
233,Xenoblade Chronicles,2012,MonolithSoft,Role-Playing;Action RPG;Console-style RPG;Action RPG,Wii,92,9.0,No Online Multiplayer
234,Conker's Bad Fur Day,2001,RareLtd.,Action;Platformer;3D,Nintendo64,92,9.1,not specified
235,Medal of Honor,1999,DreamworksInteractive,Action;Shooter;First-Person;Historic,PlayStation,92,8.7,1-2 
236,PaRappa the Rapper,1997,NanaOn-Sha,Miscellaneous;Rhythm;Music,PlayStation,92,7.4,1 Player
237,Rock Band 2,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,Xbox360,92,8.3,1-4 
238,Mario Kart 8 Deluxe,2017,Nintendo,Other;Racing;Arcade;Automobile,Switch,92,8.6,Up to 12 
239,INSIDE,2018,PLAYDEAD,Action;Platformer;2D,Switch,92,8.4,No Online Multiplayer
240,The ICO & Shadow of the Colossus Collection,2011,BluepointGames,Miscellaneous;Action Adventure;Fantasy;Compilation;Compilation,PlayStation3,92,8.6,1 Player
241,Rayman Origins,2011,UBlartMontpellier,Action;Action Adventure;Platformer;Fantasy;Platformer;2D;2D,Wii,92,8.5,1-4 
242,Metroid Prime 2: Echoes,2004,RetroStudios,Action;Shooter;First-Person;Sci-Fi,GameCube,92,8.8,1-4 
243,Out of the Park Baseball 17,2016,OutOfTheParkDevelopments,Sports;Baseball;Sim;Team,PC,92,3.4,not specified
244,Metroid Fusion,2002,Nintendo,Action Adventure;Sci-Fi,GameBoyAdvance,92,9.0,1 Player
245,The Witcher 3: Wild Hunt - Blood and Wine,2016,CDProjektRedStudio,Role-Playing;Action RPG,PC,92,9.2,not specified
246,Final Fantasy VI Advance,2007,TOSE,Role-Playing;Console-style RPG,GameBoyAdvance,92,8.6,1-2 
247,Rayman Legends,2013,UbisoftMontpellier,Action;Platformer;Platformer;2D;2D,WiiU,92,8.7,No Online Multiplayer
248,Tiger Woods PGA Tour 2003,2002,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,92,5.0,1-8 
249,Madden NFL 2005,2004,EATiburon,Sports;Traditional;Football;Sim,Xbox,91,7.7,2  Online
250,Super Street Fighter IV,2010,Capcom,Action;Fighting;Fighting;3D;2D;3D,Xbox360,91,7.6,Up to 8 
251,Pac-Man Championship Edition DX,2010,NamcoBandaiGames,Adventure;General;Action;General;General;Arcade,PlayStation3,91,7.7,not specified
252,Rock Band 2,2008,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,91,7.9,4  Online
253,Dark Souls II,2014,FromSoftware,Action RPG;Role-Playing;Action RPG,Xbox360,91,7.9,Up to 4 
254,Dishonored,2012,ArkaneStudios,Action Adventure;Modern;General;Modern,PC,91,8.4,No Online Multiplayer
255,ESPN NFL Football,2003,VisualConcepts,Sports;Traditional;Football;Sim,PlayStation2,91,8.5,1-16 
256,Medal of Honor: Allied Assault,2002,2015,Action;Shooter;Shooter;First-Person;Historic;Historic;Arcade,PC,91,8.6,not specified
257,Myth: The Fallen Lords,1997,"BungieSoftware,Bungie",Strategy;Real-Time;Fantasy;General;Fantasy,PC,91,8.7,1-16 
258,LittleBigPlanet 2,2011,MediaMolecule,Action;Platformer;Platformer;3D;2D;3D,PlayStation3,91,8.4,4  Online
259,Guitar Hero,2005,HarmonixMusicSystems,Miscellaneous;Rhythm;Music,PlayStation2,91,8.7,1-2 
260,World of Warcraft: Wrath of the Lich King,2008,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,91,7.6,Massively Multiplayer
261,Rock Band 3,2010,BackboneEntertainment,Action;Miscellaneous;Rhythm;Music;Music,Wii,91,6.8,not specified
262,Metroid Prime Trilogy,2009,RetroStudios,Action;Miscellaneous;Shooter;Compilation;Compilation;First-Person;Sci-Fi,Wii,91,9.1,No Online Multiplayer
263,Overwatch,2016,BlizzardEntertainment,General;Action;Shooter;First-Person;Tactical,PC,91,6.7,Up to 12 
264,F1 Challenge '99-'02,2003,ElectronicArts,Driving;Racing;Formula One;Formula One,PC,91,8.0,1-8 
265,Tony Hawk's Pro Skater 4,2002,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,91,8.5,1-8 
266,Madden NFL 2001,2000,EASports,Sports;Traditional;Football;Sim,PlayStation2,91,7.8,1-8 
267,Baldur's Gate,1998,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91,8.9,Online Multiplayer
268,Bayonetta 2,2014,PlatinumGames,Action Adventure;Fantasy;Fantasy;Linear,WiiU,91,9.0,No Online Multiplayer
269,The Witcher 3: Wild Hunt,2015,CDProjektRedStudio,Action RPG;Role-Playing;Action RPG,XboxOne,91,9.2,No Online Multiplayer
270,Rock Band 3,2010,HarmonixMusicSystems,Action;Miscellaneous;Rhythm;Music;Music,PlayStation3,91,8.0,not specified
271,Klonoa 2: Lunatea's Veil,2001,Namco,Action;Platformer;3D,PlayStation2,91,9.0,1 Player
272,IL-2 Sturmovik,2001,"1C,1CCompany",Simulation;Flight;WWII;WWII;Combat,PC,91,8.7,1-32 
273,Mario Tennis,2000,CamelotSoftwarePlanning,Sports;Traditional;Tennis,Nintendo64,91,8.9,not specified
274,FreeSpace 2,1999,VolitionInc.,Simulation;Sci-Fi;Space;Small Spaceship;Small Spaceship;Combat,PC,91,8.8,1-8 
275,Colony Wars,1997,Psygnosis,Simulation;Sci-Fi;Small Spaceship,PlayStation,91,8.0,1 Player
276,Metal Gear Solid V: The Phantom Pain,2015,KojimaProductions,Action Adventure;Modern;Open-World,PC,91,7.8,Up to 16 
277,Ratchet & Clank: Up Your Arsenal,2004,InsomniacGames,Action;Platformer;3D,PlayStation2,91,9.2,8  Online
278,Resident Evil,2002,Capcom,Action Adventure;Horror,GameCube,91,9.3,1 Player
279,FIFA Soccer 10,2009,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,91,7.5,not specified
280,Assassin's Creed II,2009,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,PlayStation3,91,8.6,No Online Multiplayer
281,Metal Gear Solid 3: Snake Eater,2004,KCEJ,Action Adventure;Modern,PlayStation2,91,9.0,1 Player
282,Twisted Metal: Black,2001,IncognitoInc.,Driving;Car Combat,PlayStation2,91,8.5,1-4 
283,Spyro: Year of the Dragon,2000,InsomniacGames,Action;Platformer;3D,PlayStation,91,8.9,1 Player
284,Tomb Raider,1996,CoreDesignLtd.,Action Adventure;Modern,PlayStation,91,8.5,1 Player
285,Overwatch,2016,BlizzardEntertainment,Action;Shooter;First-Person;Tactical,XboxOne,91,5.8,Up to 12 
286,Resident Evil 4: Wii Edition,2007,Capcom,Action Adventure;Horror;Horror;Survival,Wii,91,9.0,No Online Multiplayer
287,Shadow of the Colossus,2005,SCEJapanStudio,Action Adventure;Fantasy,PlayStation2,91,9.1,1 Player
288,Forza Horizon 3,2016,PlaygroundGames,Racing;Simulation;Automobile,XboxOne,91,8.0,Up to 12 
289,Peggle,2009,PopCap,Miscellaneous;Puzzle;Action;Puzzle;Puzzle;Action,PlayStation3,91,7.3,not specified
290,The Legend of Zelda: Ocarina of Time / Master Quest,2003,Nintendo,Action Adventure;Fantasy,GameCube,91,8.9,1 Player
291,Borderlands 2,2012,GearboxSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,91,8.2,Up to 4 
292,Tom Clancy's Splinter Cell,2003,UbisoftMontreal,Action Adventure;Modern;General;Modern,PC,91,8.5,No Online Multiplayer
293,Kentucky Route Zero - Act III,2014,CardboardComputer,Adventure;General,PC,91,6.6,not specified
294,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,PlayStation2,91,8.4,1-8 
295,Crysis,2007,Crytek,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,91,8.0,No Online Multiplayer
296,Ninja Gaiden,2004,TeamNinja,Action Adventure;Fantasy,Xbox,91,8.9,1 Player
297,God of War: Chains of Olympus,2008,ReadyatDawn,Action Adventure;Fantasy;Fantasy;Linear,PSP,91,8.6,No Online Multiplayer
298,DOA2: Hardcore,2000,TeamNinja,Action;Fighting;3D,PlayStation2,91,8.0,1-4 
299,World of Warcraft: The Burning Crusade,2007,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,91,8.0,Massively Multiplayer
300,MLB 10: The Show,2010,SCEA,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,91,8.2,not specified
301,Shadow of the Colossus,2018,"BluepointGames,SCEJapanStudio",Action Adventure;General,PlayStation4,91,8.5,No Online Multiplayer
302,Yoshi's Island: Super Mario Advance 3,2002,Nintendo,Action;Platformer;2D,GameBoyAdvance,91,8.9,1-4 
303,The Witcher 3: Wild Hunt - Blood and Wine,2016,CDProjektRedStudio,Role-Playing;Action RPG,PlayStation4,91,8.8,not specified
304,Tiger Woods PGA Tour 2005,2004,Headgate,Sports;Traditional;Individual;Golf;Sim;Sim,PC,91,4.5,1-8 
305,ESPN NFL Football,2003,VisualConcepts,Sports;Traditional;Football;Sim,Xbox,91,8.7,1-4 
306,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,GameCube,91,8.1,1-2 
307,The Longest Journey,2000,Funcom,Adventure;Third-Person;Point-and-Click;Fantasy;Fantasy,PC,91,8.8,1 Player
308,Tony Hawk's Pro Skater 2,2000,NeversoftEntertainment,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,91,8.5,1-4 
309,Star Wars Jedi Knight: Dark Forces II,1997,LucasArts,Action;Shooter;Shooter;First-Person;Sci-Fi;Arcade,PC,91,8.6,1-32 
310,Batman: Arkham Asylum,2009,RocksteadyStudios,Action Adventure;Fantasy;General;Fantasy,PC,91,8.7,No Online Multiplayer
311,Halo: Reach,2010,Bungie,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,91,8.1,1-4 
312,Galactic Civilizations II: Dark Avatar,2007,Stardock,Strategy;Turn-Based;Sci-Fi;Sci-Fi;4X,PC,91,8.3,1 Player
313,Mass Effect,2007,BioWare,Role-Playing;Action RPG;Console-style RPG;Japanese-Style;Western-Style,Xbox360,91,8.7,No Online Multiplayer
314,The Operative: No One Lives Forever,2000,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,91,8.8,1-16 
315,Forza Motorsport 4,2011,Turn10,Driving;Racing;Simulation;GT / Street;GT / Street;Automobile,Xbox360,91,8.2,not specified
316,Resident Evil,1996,Capcom,Action Adventure;Horror,PlayStation,91,9.1,1 Player
317,Battlefield 2,2005,DigitalIllusions,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,PC,91,8.4,64  Online
318,God of War Collection,2009,BluepointGames,Miscellaneous;Action Adventure;Fantasy;Compilation;Compilation,PlayStation3,91,8.7,No Online Multiplayer
319,Celeste,2018,MattMakesGamesInc.,Action;Platformer;2D,PlayStation4,91,6.3,No Online Multiplayer
320,Madden NFL 2005,2004,EATiburon,Sports;Traditional;Football;Sim,PlayStation2,91,7.9,2  Online
321,Tony Hawk's Pro Skater 3,2001,NeversoftEntertainment,Sports;Alternative;Skateboarding,GameCube,91,8.8,not specified
322,Street Fighter IV,2009,Capcom,Action;Fighting;Fighting;3D;2D;3D,PC,91,7.9,2  Online
323,Fallout 3,2008,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,PC,91,7.9,No Online Multiplayer
324,Batman: Arkham City,2011,RocksteadyStudios,Action Adventure;Fantasy;Fantasy;Open-World,PC,91,8.7,not specified
325,Fez,2013,PolytronCorp.,Action;Platformer;Platformer;2D;2D,PC,91,6.7,1 Player
326,Planescape: Torment,1999,BlackIsleStudios,Role-Playing;General;PC-style RPG;Western-Style,PC,91,9.2,No Online Multiplayer
327,Sonic Mania Plus,2018,Sega,Action;Platformer;2D,Switch,91,8.7,2 
328,Gears of War 3,2011,EpicGames,Action;Shooter;Shooter;Third-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,91,7.9,Up to 10 
329,Killzone 2,2009,Guerrilla,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PlayStation3,91,8.1,32  Online
330,Neverwinter Nights,2002,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91,8.1,Online Multiplayer
331,Batman: Arkham Asylum,2009,RocksteadyStudios,Action Adventure;Fantasy;General;Fantasy,PlayStation3,91,8.9,No Online Multiplayer
332,Castlevania: Aria of Sorrow,2003,KCET,Action;Platformer;2D,GameBoyAdvance,91,8.8,1-2 
333,No One Lives Forever 2: A Spy in H.A.R.M.'s Way,2002,MonolithProductions,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PC,91,8.7,not specified
334,INSIDE,2016,PLAYDEAD,Action;Platformer;2D,PlayStation4,91,8.3,not specified
335,Legacy of Kain: Soul Reaver,1999,CrystalDynamics,Action Adventure;Horror,PlayStation,91,9.0,1 Player
336,Dragon Age: Origins,2009,BioWare,Role-Playing;PC-style RPG;PC-style RPG;Western-Style,PC,91,8.7,No Online Multiplayer
337,Dead Cells,2018,MotionTwin,Action;Platformer;2D,XboxOne,91,7.7,No Online Multiplayer
338,Golden Sun,2001,CamelotSoftwarePlanning,Role-Playing;Console-style RPG,GameBoyAdvance,91,9.0,1-2 
339,Rayman Legends,2013,UbisoftMontpellier,Action;Platformer;Platformer;2D;2D,PlayStation3,91,8.7,not specified
340,Mark of the Ninja,2012,KleiEntertainment,Action;Platformer;Platformer;2D;2D,PC,91,8.0,No Online Multiplayer
341,World Soccer Winning Eleven 8 International,2005,KCET,Sports;Traditional;Soccer;Sim,PlayStation2,91,8.4,1-8 
342,SteamWorld Heist: Ultimate Edition,2017,Image&Form,Strategy;Turn-Based;General,Switch,91,8.5,No Online Multiplayer
343,The Legend of Zelda: A Link Between Worlds,2013,Nintendo,Action RPG;Role-Playing;Action Adventure;General;Action RPG;Open-World,3DS,91,9.0,No Online Multiplayer
344,Dark Souls II,2014,FromSoftware,Action RPG;Role-Playing;Action RPG,PC,91,7.2,Up to 4 
345,Castlevania: Circle of the Moon,2001,KCEK,Action;Platformer;2D,GameBoyAdvance,91,8.4,1 Player
346,Far Cry 3,2012,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,Xbox360,91,8.6,Up to 4 
347,Dark Souls II,2014,FromSoftware,Action RPG;Role-Playing;Action RPG,PlayStation3,91,8.1,Up to 4 
348,Shovel Knight: Treasure Trove,2017,YachtClubGames,Action;Platformer;2D,Switch,91,8.1,No Online Multiplayer
349,flower,2013,BluepointGames,General;Miscellaneous;General,PlayStation4,91,7.2,1 Player
350,Mario Kart DS,2005,Nintendo,Driving;Racing;Arcade;Kart;Kart;Automobile,DS,91,8.6,4  Online
351,Call of Duty,2003,InfinityWard,Action;Shooter;Shooter;First-Person;Third-Person;Historic;Tactical;Historic;Arcade,PC,91,8.5,1-32 
352,Madden NFL 2004,2003,EATiburon,Sports;Traditional;Team;Football;Sim;Sim,PC,91,7.7,1-8 
353,Mario Golf,1999,CamelotSoftwarePlanning,Sports;Traditional;Golf;Arcade,Nintendo64,91,8.0,1-4 
354,Crash Bandicoot 3: Warped,1998,NaughtyDog,Action;Platformer;3D,PlayStation,91,9.0,1 Player
355,Assassin's Creed II,2009,UbisoftMontreal,Action Adventure;Historic;Historic;Open-World,Xbox360,90,8.8,No Online Multiplayer
356,Project Gotham Racing 2,2003,BizarreCreations,Driving;Racing;GT / Street,Xbox,90,8.7,8  Online
357,NBA 2K12,2011,VisualConcepts,Sports;Traditional;Team;Basketball;Sim;Sim,PlayStation3,90,6.7,not specified
358,The Sims 2,2004,Maxis,Simulation;Miscellaneous;Virtual Life;Virtual;Virtual Life,PC,90,8.8,No Online Multiplayer
359,World of Warcraft: Cataclysm,2010,BlizzardEntertainment,Role-Playing;Massively Multiplayer Online;Massively Multiplayer;Fantasy;Fantasy,PC,90,5.6,Massively Multiplayer
360,Half-Life 2,2005,ValveSoftware,Action;Shooter;First-Person;Sci-Fi,Xbox,90,8.4,1 Player
361,NCAA Football 2003,2002,EASports,Sports;Traditional;Football;Sim,Xbox,90,7.9,1-4 
362,Rayman 2: The Great Escape,1999,UbisoftMontpellier,Action;Platformer;3D,Nintendo64,90,9.0,1 Player
363,Bayonetta,2010,PlatinumGames,Action;Action Adventure;Beat-'Em-Up;Fantasy;Beat-'Em-Up;Linear,Xbox360,90,8.1,No Online Multiplayer
364,Diablo III: Ultimate Evil Edition,2014,BlizzardEntertainment,Action RPG;Role-Playing;Action RPG,PlayStation4,90,8.0,Up to 4 
365,Overwatch,2016,BlizzardEntertainment,Action;Shooter;First-Person;Tactical,PlayStation4,90,6.3,Up to 12 
366,Far Cry 3,2012,UbisoftMontreal,Action;Shooter;Shooter;First-Person;Modern;Modern;Arcade,PlayStation3,90,8.5,Up to 4 
367,ICO,2001,SCEJapanStudio,Action Adventure;Fantasy,PlayStation2,90,8.8,1 Player
368,Tom Clancy's Ghost Recon Advanced Warfighter,2006,UbisoftParis,Action;Shooter;Shooter;First-Person;Tactical;Modern;Modern,Xbox360,90,7.9,1-16 
369,FIFA Soccer 12,2011,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,PlayStation3,90,7.2,not specified
370,World of Goo,2008,2DBoy,Miscellaneous;Puzzle;Action;Puzzle;General;Puzzle;General,PC,90,8.5,1-2 
371,Mario & Luigi: Superstar Saga,2003,AlphadreamCorporation,Role-Playing;Console-style RPG,GameBoyAdvance,90,9.1,1-4 
372,Shovel Knight,2015,YachtClubGames,Action;Platformer;2D,PlayStation4,90,7.6,not specified
373,Tony Hawk's Underground,2003,NeversoftEntertainment,Sports;Alternative;Skateboarding,PlayStation2,90,8.7,1-8 
374,Marvel vs. Capcom 2,2000,Capcom,Action;Fighting;2D,Dreamcast,90,8.8,not specified
375,Ape Escape,1999,SCEI,Action;Platformer;3D,PlayStation,90,8.6,1 Player
376,Syphon Filter,1999,Eidetic,Action;Shooter;Third-Person;Modern,PlayStation,90,8.7,1 Player
377,Mario & Luigi: Bowser's Inside Story,2009,AlphadreamCorporation,Role-Playing;Action RPG;Console-style RPG;Console-style RPG;Japanese-Style,DS,90,8.7,No Online Multiplayer
378,Trials Evolution,2012,"Ubisoft,RedLynx",Driving;Racing;Simulation;Motorcycle;Automobile;Street;Street,Xbox360,90,8.0,not specified
379,Grand Theft Auto IV: The Lost and Damned,2009,RockstarNorth,Action Adventure;Modern;Modern;Open-World,Xbox360,90,8.0,not specified
380,FIFA Soccer 12,2011,ElectronicArts,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,6.7,not specified
381,Spelunky,2013,DerekYu,Action;Platformer;Platformer;2D;2D,PC,90,7.3,No Online Multiplayer
382,FIFA Soccer 10,2009,EASports,Sports;Traditional;Team;Soccer;Sim;Sim,Xbox360,90,7.5,Up to 20 
383,Ratchet & Clank: Going Commando,2003,InsomniacGames,Action;Platformer;3D,PlayStation2,90,9.0,1 Player
384,NBA Street Vol. 2,2003,ElectronicArts,Sports;Traditional;Basketball;Arcade,PlayStation2,90,8.6,1-4 
385,Tennis 2K2,2001,Hitmaker,Sports;Traditional;Tennis,Dreamcast,90,8.2,not specified
386,Black & White,2001,LionheadStudios,Strategy;Real-Time;Fantasy;General;Fantasy,PC,90,7.7,not specified
387,Fallout 3,2008,BethesdaGameStudios,Role-Playing;First-Person;First-Person;Western-Style,PlayStation3,90,7.9,No Online Multiplayer
388,The Legend of Zelda: The Wind Waker HD,2013,"Nintendo,HexaDrive",Action Adventure;Fantasy;Fantasy;Open-World,WiiU,90,8.9,No Online Multiplayer
389,ESPN NFL 2K5,2004,VisualConcepts,Sports;Traditional;Football;Sim,PlayStation2,90,8.3,1-2 
390,Portal,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,90,9.2,1 Player
391,The Legend of Zelda: Phantom Hourglass,2007,Nintendo,Action Adventure;Fantasy;Fantasy;Open-World,DS,90,8.0,2 
392,MVP Baseball 2004,2004,EASports,Sports;Traditional;Baseball;Sim,PlayStation2,90,8.6,1-2 
393,Tony Hawk's Pro Skater 3,2002,VicariousVisions,Sports;Alternative;Skateboarding,GameBoyAdvance,90,8.0,not specified
394,Dance Dance Revolution,2001,Konami,Miscellaneous;Rhythm;Dancing,PlayStation,90,8.8,1-2 
395,NHL 2001,2000,EASports,Sports;Traditional;Team;Ice Hockey;Sim;Sim,PC,90,6.9,1-8 
396,Advance Wars: Dual Strike,2005,IntelligentSystems,Strategy;Turn-Based;Modern;Modern;Tactics,DS,90,8.9,No Online Multiplayer
397,Rayman Legends,2014,UbisoftMontpellier,Platformer;2D;Action;Platformer;2D,PlayStation4,90,8.5,No Online Multiplayer
398,MLB 11: The Show,2011,SCEASanDiegoStudios,Sports;Traditional;Team;Baseball;Sim;Sim,PlayStation3,90,7.8,not specified
399,NieR: Automata - Become as Gods Edition,2018,PlatinumGames,Role-Playing;Action RPG,XboxOne,90,8.4,No Online Multiplayer
400,Jak and Daxter: The Precursor Legacy,2001,NaughtyDog,Action;Platformer;3D,PlayStation2,90,8.8,1 Player
401,Star Wars Rogue Leader: Rogue Squadron II,2001,Factor5,Simulation;Sci-Fi;Small Spaceship,GameCube,90,8.6,1 Player
402,Monster Hunter: World,2018,Capcom,Role-Playing;Action RPG,XboxOne,90,7.2,Up to 16 
403,Stephen's Sausage Roll,2016,increpare,Puzzle;Action;General,PC,90,5.5,No Online Multiplayer
404,Velocity 2X,2014,FuturLab,Shooter;Scrolling;Action;General;Shooter;Scrolling;Shoot-'Em-Up;Vertical,PlayStationVita,90,7.2,not specified
405,Burnout Revenge,2005,CriterionGames,Driving;Racing;Arcade,PlayStation2,90,8.8,6  Online
406,Tony Hawk's Pro Skater 3,2002,GearboxSoftware,Sports;Alternative;Individual;Skateboarding;Skateboarding;Skate / Skateboard,PC,90,8.4,1-8 
407,NBA 2K2,2002,VisualConcepts,Sports;Traditional;Basketball;Sim,GameCube,90,8.0,1-4 
408,NCAA Football 2002,2001,EASports,Sports;Traditional;Football;Sim,PlayStation2,90,8.5,1-8 
409,Unreal Tournament,2001,SecretLevel,Action;Shooter;First-Person;Sci-Fi,Dreamcast,90,8.8,not specified
410,Deus Ex,2000,IonStorm,Action Adventure;Sci-Fi;Sci-Fi;General,PC,90,9.2,1 Player
411,Donkey Kong 64,1999,RareLtd.,Action;Platformer;3D,Nintendo64,90,8.6,1-4 
412,Panzer Dragoon Orta,2003,Smilebit,Action;Shooter;Rail,Xbox,90,8.6,1 Player
413,Dead Cells,2018,MotionTwin,Action;Platformer;2D,Switch,90,8.6,No Online Multiplayer
414,Portal: Still Alive,2008,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,Xbox360,90,8.5,1 Player
415,Half-Life 2: Episode Two,2007,ValveSoftware,Action;Shooter;Shooter;First-Person;Sci-Fi;Sci-Fi;Arcade,PC,90,9.2,1 Player
